device_id,latitude,longitude,accuracy,provider,timestamp_iso,timestamp_raw,received_at,raw_json
ld,17.7196268,75.9186684,49,fused,2025-11-21T06:13:09+00:00,1763705589,2025-11-21T06:19:49.613429+00:00,"{""_type"": ""location"", ""_id"": ""f92a2138"", ""acc"": 49, ""alt"": 407, ""batt"": 62, ""bs"": 1, ""cog"": 91, ""conn"": ""m"", ""created_at"": 1763705589, ""lat"": 17.7196268, ""lon"": 75.9186684, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705589, ""vac"": 5, ""vel"": 2}"
ld,17.7196285,75.91859,30,fused,2025-11-21T06:13:21+00:00,1763705601,2025-11-21T06:19:49.639633+00:00,"{""_type"": ""location"", ""_id"": ""b76a1f51"", ""acc"": 30, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 271, ""conn"": ""m"", ""created_at"": 1763705601, ""lat"": 17.7196285, ""lon"": 75.91859, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705601, ""vac"": 2, ""vel"": 2}"
ld,17.7196134,75.9185904,52,fused,2025-11-21T06:13:28+00:00,1763705608,2025-11-21T06:19:49.697838+00:00,"{""_type"": ""location"", ""_id"": ""1087b2db"", ""acc"": 52, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705608, ""lat"": 17.7196134, ""lon"": 75.9185904, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705608, ""vac"": 2, ""vel"": 0}"
ld,17.7196056,75.9185911,52,fused,2025-11-21T06:13:29+00:00,1763705609,2025-11-21T06:19:49.725922+00:00,"{""_type"": ""location"", ""_id"": ""91987991"", ""acc"": 52, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705609, ""lat"": 17.7196056, ""lon"": 75.9185911, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705609, ""vac"": 2, ""vel"": 0}"
ld,17.7196105,75.9185706,44,fused,2025-11-21T06:13:32+00:00,1763705612,2025-11-21T06:19:49.754427+00:00,"{""_type"": ""location"", ""_id"": ""c13742cb"", ""acc"": 44, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705612, ""lat"": 17.7196105, ""lon"": 75.9185706, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705612, ""vac"": 2, ""vel"": 0}"
ld,17.7196153,75.9185998,46,fused,2025-11-21T06:13:44+00:00,1763705624,2025-11-21T06:19:49.778741+00:00,"{""_type"": ""location"", ""_id"": ""c3798eb4"", ""acc"": 46, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705624, ""lat"": 17.7196153, ""lon"": 75.9185998, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705624, ""vac"": 2, ""vel"": 0}"
ld,17.7196219,75.9185958,47,fused,2025-11-21T06:13:55+00:00,1763705635,2025-11-21T06:19:49.793548+00:00,"{""_type"": ""location"", ""_id"": ""9c1abcac"", ""acc"": 47, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705635, ""lat"": 17.7196219, ""lon"": 75.9185958, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705635, ""vac"": 2, ""vel"": 0}"
ld,17.7196253,75.9186063,48,fused,2025-11-21T06:13:57+00:00,1763705637,2025-11-21T06:19:49.811803+00:00,"{""_type"": ""location"", ""_id"": ""54ff5006"", ""acc"": 48, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 90, ""conn"": ""m"", ""created_at"": 1763705637, ""lat"": 17.7196253, ""lon"": 75.9186063, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705637, ""vac"": 2, ""vel"": 0}"
ld,17.7196329,75.9186225,49,fused,2025-11-21T06:14:02+00:00,1763705642,2025-11-21T06:19:49.828155+00:00,"{""_type"": ""location"", ""_id"": ""2de0e3ea"", ""acc"": 49, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705642, ""lat"": 17.7196329, ""lon"": 75.9186225, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705642, ""vac"": 2, ""vel"": 0}"
ld,17.7196383,75.9186279,50,fused,2025-11-21T06:14:03+00:00,1763705643,2025-11-21T06:19:49.843922+00:00,"{""_type"": ""location"", ""_id"": ""42360b0e"", ""acc"": 50, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705643, ""lat"": 17.7196383, ""lon"": 75.9186279, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705643, ""vac"": 2, ""vel"": 0}"
